Image File,Comment [Bivalent path],Bivalent length in microns,Pachytene stage,Good trace? (y/n)
WT_27.2.20_plant3_slide1_image14,5,68.5565,early,n
WT_27.2.20_plant4_slide1_image4,1,35.0231,mid/late,y
WT_27.2.20_plant4_slide1_image4,2,48.6185,mid/late,y
WT_27.2.20_plant4_slide1_image4,3,43.4363,mid/late,y
WT_27.2.20_plant4_slide1_image4,4,33.5331,mid/late,y
WT_27.2.20_plant4_slide1_image4,5,31.9024,mid/late,n
WT_27.2.20_plant4_slide1_image7,1,48.9823,late/mid,y
WT_27.2.20_plant4_slide1_image7,2,33.3687,late/mid,y
WT_27.2.20_plant4_slide1_image7,3,36.8886,late/mid,n
WT_27.2.20_plant4_slide1_image7,4,47.4493,late/mid,y
WT_27.2.20_plant4_slide1_image7,5,39.2704,late/mid,y
WT_27.2.20_plant4_slide1_image8,1,44.8583,late/mid,y
WT_27.2.20_plant4_slide1_image8,2,53.4135,late/mid,y
WT_27.2.20_plant4_slide1_image8,3,58.7502,late/mid,y
WT_27.2.20_plant4_slide1_image8,4,67.6096,late/mid,n
WT_27.2.20_plant4_slide1_image8,5,53.7824,late/mid,n
WT_27.2.20_plant4_slide1_image9,1,39.0404,late/mid,y
WT_27.2.20_plant4_slide1_image9,2,71.3488,late/mid,y
WT_27.2.20_plant4_slide1_image9,3,40.6748,late/mid,y
WT_27.2.20_plant4_slide1_image9,4,57.3572,late/mid,y
WT_27.2.20_plant4_slide1_image9,5,39.9305,late/mid,y
WT_27.2.20_plant4_slide1_image11,1,50.1627,mid,y
WT_27.2.20_plant4_slide1_image11,2,46.9219,mid,y
WT_27.2.20_plant4_slide1_image11,3,30.8686,mid,y
WT_27.2.20_plant4_slide1_image11,4,28.6187,mid,y
WT_27.2.20_plant4_slide1_image11,5,54.7562,mid,y
WT_27.2.20_plant4_slide1_image12,1,48.2634,early,y
WT_27.2.20_plant4_slide1_image12,2,55.1604,early,y
WT_27.2.20_plant4_slide1_image12,3,41.5905,early,y
WT_27.2.20_plant4_slide1_image12,4,40.7182,early,y
WT_27.2.20_plant4_slide1_image12,5,64.9179,early,y
WT_25.2.20_plant1_slide1_image1,1,50.937,late,y
WT_25.2.20_plant1_slide1_image1,2,42.5385,late,y
WT_25.2.20_plant1_slide1_image1,3,37.0015,late,y
WT_25.2.20_plant1_slide1_image1,4,48.0187,late,y
WT_25.2.20_plant1_slide1_image1,5,49.3793,late,y
WT_25.2.20_plant1_slide1_image3.1,1,36.0445,late,y
WT_25.2.20_plant1_slide1_image3.1,2,40.4219,late,y
WT_25.2.20_plant1_slide1_image3.1,3,43.9404,late,y
WT_25.2.20_plant1_slide1_image3.1,4,54.7643,late,y
WT_25.2.20_plant1_slide1_image3.1,5,41.8602,late,y
WT_25.2.20_plant1_slide1_image3.2,1,38.1586,late,y
WT_25.2.20_plant1_slide1_image3.2,2,35.9775,late,y
WT_25.2.20_plant1_slide1_image3.2,3,42.0319,late,y
WT_25.2.20_plant1_slide1_image3.2,4,52.6328,late,y
WT_25.2.20_plant1_slide1_image3.2,5,57.714,late,y
WT_25.2.20_plant1_slide1_image3.3,1,40.4414,late,y
WT_25.2.20_plant1_slide1_image3.3,2,38.4467,late,y
WT_25.2.20_plant1_slide1_image3.3,3,60.8408,late,y
WT_25.2.20_plant1_slide1_image3.3,4,39.8996,late,y
WT_25.2.20_plant1_slide1_image3.3,5,52.942,late,y
WT_25.2.20_plant1_slide1_image4,1,35.4476,late,y
WT_25.2.20_plant1_slide1_image4,2,44.0087,late,y
WT_25.2.20_plant1_slide1_image4,3,62.5373,late,y
WT_25.2.20_plant1_slide1_image4,4,71.1519,late,n
WT_25.2.20_plant1_slide1_image4,5,44.9642,late,y
WT_25.2.20_plant1_slide1_image5,1,32.3547,late,y
WT_25.2.20_plant1_slide1_image5,2,42.1305,late,y
WT_25.2.20_plant1_slide1_image5,3,47.5099,late,y
WT_25.2.20_plant1_slide1_image5,4,30.6089,late,y
WT_25.2.20_plant1_slide1_image5,5,51.4252,late,y
WT_25.2.20_plant1_slide1_image7,1,72.3323,mid,n
WT_25.2.20_plant1_slide1_image7,2,42.2061,mid,y
WT_25.2.20_plant1_slide1_image7,3,52.873,mid,n
WT_25.2.20_plant1_slide1_image7,4,38.2491,mid,y
WT_25.2.20_plant1_slide1_image7,5,38.5086,mid,y
WT_25.2.20_plant1_slide1_image11,1,44.4387,mid,y
WT_25.2.20_plant1_slide1_image11,2,42.3971,mid,y
WT_25.2.20_plant1_slide1_image11,3,50.3141,mid,y
WT_25.2.20_plant1_slide1_image11,4,64.6084,mid,y
WT_25.2.20_plant1_slide1_image11,5,57.4629,mid,y
WT_25.2.20_plant1_slide1_image12,1,55.4966,mid,y
WT_25.2.20_plant1_slide1_image12,2,35.9698,mid,y
WT_25.2.20_plant1_slide1_image12,3,42.0488,mid,y
WT_25.2.20_plant1_slide1_image12,4,41.5607,mid,y
WT_25.2.20_plant1_slide1_image12,5,60.0132,mid,y
WT_25.2.20_plant2_slide1_image2,1,54.9552,late/mid,y
WT_25.2.20_plant2_slide1_image2,2,31.2564,late/mid,y
WT_25.2.20_plant2_slide1_image2,3,40.751,late/mid,y
WT_25.2.20_plant2_slide1_image2,4,27.1684,late/mid,y
WT_25.2.20_plant2_slide1_image2,5,53.1708,late/mid,n
WT_25.2.20_plant2_slide1_image3,1,53.276,late/mid,y
WT_25.2.20_plant2_slide1_image3,2,49.7548,late/mid,y
WT_25.2.20_plant2_slide1_image3,3,31.5666,late/mid,n
WT_25.2.20_plant2_slide1_image3,4,34.0421,late/mid,y
WT_25.2.20_plant2_slide1_image3,5,43.9881,late/mid,n
WT_25.2.20_plant2_slide1_image4,1,55.1639,late,y
WT_25.2.20_plant2_slide1_image4,2,41.2145,late,y
WT_25.2.20_plant2_slide1_image4,3,37.3334,late,y
WT_25.2.20_plant2_slide1_image4,4,34.9976,late,y
WT_25.2.20_plant2_slide1_image4,5,48.3538,late,y
WT_25.2.20_plant2_slide1_image5,1,51.369,mid/late,n
WT_25.2.20_plant2_slide1_image5,2,30.3165,mid/late,n
WT_25.2.20_plant2_slide1_image5,3,33.6155,mid/late,n
WT_25.2.20_plant2_slide1_image5,4,39.4287,mid/late,n
WT_25.2.20_plant2_slide1_image5,5,47.9233,mid/late,n
WT_25.2.20_plant2_slide1_image6,1,34.1657,mid/late,y
WT_25.2.20_plant2_slide1_image6,2,59.9458,mid/late,n
WT_25.2.20_plant2_slide1_image6,3,41.7624,mid/late,y
WT_25.2.20_plant2_slide1_image6,4,35.547,mid/late,y
WT_25.2.20_plant2_slide1_image6,5,52.1156,mid/late,y
WT_25.2.20_plant2_slide1_image8,1,37.6537,mid,y
WT_25.2.20_plant2_slide1_image8,2,61.9587,mid,y
WT_25.2.20_plant2_slide1_image8,3,39.643,mid,y
WT_25.2.20_plant2_slide1_image8,4,46.2196,mid,y
WT_25.2.20_plant2_slide1_image8,5,55.0468,mid,y
WT_25.2.20_plant2_slide1_image9,1,37.1795,late/mid,y
WT_25.2.20_plant2_slide1_image9,2,45.4407,late/mid,y
WT_25.2.20_plant2_slide1_image9,3,37.2761,late/mid,y
WT_25.2.20_plant2_slide1_image9,4,52.5589,late/mid,y
WT_25.2.20_plant2_slide1_image9,5,61.0965,late/mid,y
WT_25.2.20_plant2_slide1_image10,1,49.9435,late/mid,y
WT_25.2.20_plant2_slide1_image10,2,32.3175,late/mid,y
WT_25.2.20_plant2_slide1_image10,3,45.3175,late/mid,y
WT_25.2.20_plant2_slide1_image10,4,37.1127,late/mid,y
WT_25.2.20_plant2_slide1_image10,5,31.4265,late/mid,y
WT_25.2.20_plant2_slide1_image11,1,44.2059,mid,y
WT_25.2.20_plant2_slide1_image11,2,65.6178,mid,y
WT_25.2.20_plant2_slide1_image11,3,47.8152,mid,y
WT_25.2.20_plant2_slide1_image11,4,57.2714,mid,y
WT_25.2.20_plant2_slide1_image11,5,40.2713,mid,y
WT_25.2.20_plant2_slide1_image12,1,40.7315,mid,y
WT_25.2.20_plant2_slide1_image12,2,42.5113,mid,y
WT_25.2.20_plant2_slide1_image12,3,47.7044,mid,y
WT_25.2.20_plant2_slide1_image12,4,54.9841,mid,y
WT_25.2.20_plant2_slide1_image12,5,68.1892,mid,y
WT_25.2.20_plant2_slide1_image13.1,1,67.0244,mid/late,y
WT_25.2.20_plant2_slide1_image13.1,2,73.7403,mid/late,y
WT_25.2.20_plant2_slide1_image13.1,3,50.0622,mid/late,y
WT_25.2.20_plant2_slide1_image13.1,4,40.732,mid/late,y
WT_25.2.20_plant2_slide1_image13.1,5,56.9095,mid/late,y
WT_25.2.20_plant2_slide1_image13.2,1,79.0737,mid/late,y
WT_25.2.20_plant2_slide1_image13.2,2,42.3158,mid/late,y
WT_25.2.20_plant2_slide1_image13.2,3,68.4007,mid/late,y
WT_25.2.20_plant2_slide1_image13.2,4,36.7415,mid/late,y
WT_25.2.20_plant2_slide1_image13.2,5,55.9832,mid/late,y
WT_25.2.20_plant2_slide1_image14,1,36.111,mid/late,y
WT_25.2.20_plant2_slide1_image14,2,36.5963,mid/late,y
WT_25.2.20_plant2_slide1_image14,3,50.4899,mid/late,y
WT_25.2.20_plant2_slide1_image14,4,41.1925,mid/late,y
WT_25.2.20_plant2_slide1_image14,5,58.0485,mid/late,y
WT_25.2.20_plant2_slide1_image15,1,53.8437,mid/late,y
WT_25.2.20_plant2_slide1_image15,2,38.6981,mid/late,y
WT_25.2.20_plant2_slide1_image15,3,48.4076,mid/late,y
WT_25.2.20_plant2_slide1_image15,4,33.9748,mid/late,y
WT_25.2.20_plant2_slide1_image15,5,32.9745,mid/late,y
HEI10OXC2_2.8.19_plant22_slide2_image11,1,39.1736,late,y
HEI10OXC2_2.8.19_plant22_slide2_image11,2,36.4214,late,y
HEI10OXC2_2.8.19_plant22_slide2_image11,3,49.1668,late,y
HEI10OXC2_2.8.19_plant22_slide2_image11,4,43.2301,late,y
HEI10OXC2_2.8.19_plant22_slide2_image11,5,58.0769,late,y
HEI10OXC2_2.8.19_plant22_slide2_image2,1,49.9303,mid,y
HEI10OXC2_2.8.19_plant22_slide2_image2,2,65.8951,mid,y
HEI10OXC2_2.8.19_plant22_slide2_image2,3,47.3638,mid,y
HEI10OXC2_2.8.19_plant22_slide2_image2,4,47.3059,mid,y
HEI10OXC2_2.8.19_plant22_slide2_image2,5,68.2045,mid,y
HEI10OXC2_2.8.19_plant22_slide2_image3,1,37.9699,late,y
HEI10OXC2_2.8.19_plant22_slide2_image3,2,46.5199,late,n
HEI10OXC2_2.8.19_plant22_slide2_image3,3,54.703,late,y
HEI10OXC2_2.8.19_plant22_slide2_image3,4,37.7961,late,y
HEI10OXC2_2.8.19_plant22_slide2_image3,5,46.2555,late,y
HEI10OXC2_2.8.19_plant22_slide2_image4,1,40.9646,late,y
HEI10OXC2_2.8.19_plant22_slide2_image4,2,46.0639,late,y
HEI10OXC2_2.8.19_plant22_slide2_image4,3,56.1106,late,y
HEI10OXC2_2.8.19_plant22_slide2_image4,4,38.1443,late,y
HEI10OXC2_2.8.19_plant22_slide2_image4,5,36.9234,late,y
HEI10OXC2_2.8.19_plant22_slide2_image6,1,59.3549,mid/late,y
HEI10OXC2_2.8.19_plant22_slide2_image6,2,62.1618,mid/late,n
HEI10OXC2_2.8.19_plant22_slide2_image6,3,47.0478,mid/late,y
HEI10OXC2_2.8.19_plant22_slide2_image6,4,39.0505,mid/late,y
HEI10OXC2_2.8.19_plant22_slide2_image6,5,42.0342,mid/late,y
HEI10OXC2_2.8.19_plant22_slide2_image7,1,62.5831,late,y
HEI10OXC2_2.8.19_plant22_slide2_image7,2,55.729,late,y
HEI10OXC2_2.8.19_plant22_slide2_image7,3,37.9748,late,y
HEI10OXC2_2.8.19_plant22_slide2_image7,4,45.67,late,y
HEI10OXC2_2.8.19_plant22_slide2_image7,5,48.2032,late,y
HEI10OXC2_2.8.19_plant22_slide2_image8,1,52.8903,late,y
HEI10OXC2_2.8.19_plant22_slide2_image8,2,37.0473,late,y
HEI10OXC2_2.8.19_plant22_slide2_image8,3,48.4664,late,y
HEI10OXC2_2.8.19_plant22_slide2_image8,4,33.9777,late,y
HEI10OXC2_2.8.19_plant22_slide2_image8,5,34.9169,late,y
HEI10OXC2_2.8.19_plant22_slide2_image9,1,62.8538,mid/late,y
HEI10OXC2_2.8.19_plant22_slide2_image9,2,50.7368,mid/late,y
HEI10OXC2_2.8.19_plant22_slide2_image9,3,38.2818,mid/late,y
HEI10OXC2_2.8.19_plant22_slide2_image9,4,41.3184,mid/late,n
HEI10OXC2_2.8.19_plant22_slide2_image9,5,43.2054,mid/late,y
HEI10OXC2_2.8.19_plant22_slide2_image10,1,54.9598,mid,y
HEI10OXC2_2.8.19_plant22_slide2_image10,2,49.7909,mid,y
HEI10OXC2_2.8.19_plant22_slide2_image10,3,40.6034,mid,y
HEI10OXC2_2.8.19_plant22_slide2_image10,4,40.2069,mid,y
HEI10OXC2_2.8.19_plant22_slide2_image10,5,37.4194,mid,y
HEI10OXC2_2.8.19_plant22_slide2_image12,1,61.4738,mid,y
HEI10OXC2_2.8.19_plant22_slide2_image12,2,39.7778,mid,y
HEI10OXC2_2.8.19_plant22_slide2_image12,3,45.1489,mid,y
HEI10OXC2_2.8.19_plant22_slide2_image12,4,43.3983,mid,y
HEI10OXC2_2.8.19_plant22_slide2_image12,5,53.6442,mid,y
HEI10OXC2_2.8.19_plant22_slide2_image14,1,39.4037,late/mid,y
HEI10OXC2_2.8.19_plant22_slide2_image14,2,49.7731,late/mid,y
HEI10OXC2_2.8.19_plant22_slide2_image14,3,54.5846,late/mid,y
HEI10OXC2_2.8.19_plant22_slide2_image14,4,39.4418,late/mid,y
HEI10OXC2_2.8.19_plant22_slide2_image14,5,33.9446,late/mid,y
HEI10OXC2_2.8.19_plant22_slide2_image16,1,36.4601,late,y
HEI10OXC2_2.8.19_plant22_slide2_image16,2,39.2991,late,y
HEI10OXC2_2.8.19_plant22_slide2_image16,3,46.6521,late,y
HEI10OXC2_2.8.19_plant22_slide2_image16,4,53.2623,late,y
HEI10OXC2_2.8.19_plant22_slide2_image16,5,35.1192,late,y
HEI10OXC2_2.8.19_plant22_slide2_image17,1,60.5673,late/mid,y
HEI10OXC2_2.8.19_plant22_slide2_image17,2,36.7899,late/mid,y
HEI10OXC2_2.8.19_plant22_slide2_image17,3,41.5503,late/mid,y
HEI10OXC2_2.8.19_plant22_slide2_image17,4,44.3238,late/mid,y
HEI10OXC2_2.8.19_plant22_slide2_image17,5,54.0461,late/mid,y
HEI10OXC2_2.8.19_plant22_slide2_image19,1,54.0372,mid,y
HEI10OXC2_2.8.19_plant22_slide2_image19,2,35.9254,mid,y
HEI10OXC2_2.8.19_plant22_slide2_image19,3,43.4878,mid,y
HEI10OXC2_2.8.19_plant22_slide2_image19,4,41.2121,mid,y
HEI10OXC2_2.8.19_plant22_slide2_image19,5,61.5481,mid,y
HEI10OXC2_2.8.19_plant22_slide2_image20,1,50.2315,late,y
HEI10OXC2_2.8.19_plant22_slide2_image20,2,36.9369,late,y
HEI10OXC2_2.8.19_plant22_slide2_image20,3,33.2947,late,y
HEI10OXC2_2.8.19_plant22_slide2_image20,4,36.2618,late,y
HEI10OXC2_2.8.19_plant22_slide2_image20,5,45.4705,late,y
HEI10OXC2_2.8.19_plant22_slide2_image21,1,41.3146,mid,y
HEI10OXC2_2.8.19_plant22_slide2_image21,2,52.8591,mid,y
HEI10OXC2_2.8.19_plant22_slide2_image21,3,36.3867,mid,y
HEI10OXC2_2.8.19_plant22_slide2_image21,4,42.669,mid,y
HEI10OXC2_2.8.19_plant22_slide2_image21,5,59.602,mid,y
HEI10OXC2_2.8.19_plant22_slide2_image30,1,45.9612,mid,y
HEI10OXC2_2.8.19_plant22_slide2_image30,2,62.6404,mid,y
HEI10OXC2_2.8.19_plant22_slide2_image30,3,42.3795,mid,y
HEI10OXC2_2.8.19_plant22_slide2_image30,4,56.6945,mid,y
HEI10OXC2_2.8.19_plant22_slide2_image30,5,41.5344,mid,y
HEI10OXC2_1.8.19_plant24_slide2_image2,1,50.2049,late/mid,y
HEI10OXC2_1.8.19_plant24_slide2_image2,2,33.678,late/mid,y
HEI10OXC2_1.8.19_plant24_slide2_image2,3,37.3783,late/mid,y
HEI10OXC2_1.8.19_plant24_slide2_image2,4,37.803,late/mid,y
HEI10OXC2_1.8.19_plant24_slide2_image2,5,47.8515,late/mid,y
HEI10OXC2_1.8.19_plant24_slide2_image3.1,1,48.4207,late,y
HEI10OXC2_1.8.19_plant24_slide2_image3.1,2,43.1592,late,y
HEI10OXC2_1.8.19_plant24_slide2_image3.1,3,35.1339,late,y
HEI10OXC2_1.8.19_plant24_slide2_image3.1,4,34.3836,late,y
HEI10OXC2_1.8.19_plant24_slide2_image3.1,5,29.3448,late,y
HEI10OXC2_1.8.19_plant24_slide2_image3.2,1,34.2068,mid/late,y
HEI10OXC2_1.8.19_plant24_slide2_image3.2,2,44.2715,mid/late,y
HEI10OXC2_1.8.19_plant24_slide2_image3.2,3,29.3172,mid/late,y
HEI10OXC2_1.8.19_plant24_slide2_image3.2,4,29.5733,mid/late,y
HEI10OXC2_1.8.19_plant24_slide2_image3.2,5,44.9885,mid/late,y
HEI10OXC2_1.8.19_plant24_slide2_image4,1,31.8068,mid/late,y
HEI10OXC2_1.8.19_plant24_slide2_image4,2,30.9505,mid/late,y
HEI10OXC2_1.8.19_plant24_slide2_image4,3,36.0616,mid/late,y
HEI10OXC2_1.8.19_plant24_slide2_image4,4,43.9837,mid/late,y
HEI10OXC2_1.8.19_plant24_slide2_image4,5,48.0548,mid/late,y
HEI10OXC2_1.8.19_plant24_slide2_image8,1,57.3855,mid,y
HEI10OXC2_1.8.19_plant24_slide2_image8,2,52.0873,mid,y
HEI10OXC2_1.8.19_plant24_slide2_image8,3,36.7314,mid,y
HEI10OXC2_1.8.19_plant24_slide2_image8,4,38.6858,mid,y
HEI10OXC2_1.8.19_plant24_slide2_image8,5,42.7686,mid,y
HEI10OXC2_2.8.19_plant22_slide1_image1,1,69.8075,mid,y
HEI10OXC2_2.8.19_plant22_slide1_image1,2,48.7016,mid,y
HEI10OXC2_2.8.19_plant22_slide1_image1,3,45.9206,mid,y
HEI10OXC2_2.8.19_plant22_slide1_image1,4,67.7153,mid,y
HEI10OXC2_2.8.19_plant22_slide1_image1,5,52.3883,mid,y
HEI10OXC2_2.8.19_plant22_slide1_image6,1,53.4433,late,y
HEI10OXC2_2.8.19_plant22_slide1_image6,2,33.0998,late,y
HEI10OXC2_2.8.19_plant22_slide1_image6,3,37.5591,late,y
HEI10OXC2_2.8.19_plant22_slide1_image6,4,37.4262,late,y
HEI10OXC2_2.8.19_plant22_slide1_image6,5,46.4363,late,y
HEI10OXC2_2.8.19_plant22_slide1_image7,1,47.2185,late,y
HEI10OXC2_2.8.19_plant22_slide1_image7,2,39.5894,late,y
HEI10OXC2_2.8.19_plant22_slide1_image7,3,35.8144,late,y
HEI10OXC2_2.8.19_plant22_slide1_image7,4,56.5332,late,y
HEI10OXC2_2.8.19_plant22_slide1_image7,5,36.369,late,y
HEI10OXC2_2.8.19_plant22_slide1_image8,1,35.8937,late,y
HEI10OXC2_2.8.19_plant22_slide1_image8,2,46.5748,late,y
HEI10OXC2_2.8.19_plant22_slide1_image8,3,51.731,late,y
HEI10OXC2_2.8.19_plant22_slide1_image8,4,34.9188,late,y
HEI10OXC2_2.8.19_plant22_slide1_image8,5,37.8599,late,y
HEI10OXC2_2.8.19_plant22_slide1_image9,1,50.1856,late,y
HEI10OXC2_2.8.19_plant22_slide1_image9,2,53.3038,late,y
HEI10OXC2_2.8.19_plant22_slide1_image9,3,39.6663,late,y
HEI10OXC2_2.8.19_plant22_slide1_image9,4,34.0399,late,y
HEI10OXC2_2.8.19_plant22_slide1_image9,5,37.4814,late,y
HEI10OXC2_2.8.19_plant22_slide1_image11,1,33.8135,late,y
HEI10OXC2_2.8.19_plant22_slide1_image11,2,42.6167,late,y
HEI10OXC2_2.8.19_plant22_slide1_image11,3,46.2015,late,y
HEI10OXC2_2.8.19_plant22_slide1_image11,4,34.004,late,y
HEI10OXC2_2.8.19_plant22_slide1_image11,5,29.4157,late,y
HEI10OXC2_2.8.19_plant22_slide1_image12,1,34.1912,late/mid,y
HEI10OXC2_2.8.19_plant22_slide1_image12,2,30.4179,late/mid,y
HEI10OXC2_2.8.19_plant22_slide1_image12,3,47.292,late/mid,y
HEI10OXC2_2.8.19_plant22_slide1_image12,4,40.6516,late/mid,y
HEI10OXC2_2.8.19_plant22_slide1_image12,5,29.782,late/mid,y
HEI10OXC2_2.8.19_plant22_slide1_image13,1,38.9294,late,y
HEI10OXC2_2.8.19_plant22_slide1_image13,2,38.4182,late,y
HEI10OXC2_2.8.19_plant22_slide1_image13,3,56.1931,late,y
HEI10OXC2_2.8.19_plant22_slide1_image13,4,40.6372,late,y
HEI10OXC2_2.8.19_plant22_slide1_image13,5,40.7316,late,y
HEI10OXC2_2.8.19_plant22_slide1_image14,1,51.5625,late,y
HEI10OXC2_2.8.19_plant22_slide1_image14,2,51.4909,late,y
HEI10OXC2_2.8.19_plant22_slide1_image14,3,47.392,late,y
HEI10OXC2_2.8.19_plant22_slide1_image14,4,72.838,late,y
HEI10OXC2_2.8.19_plant22_slide1_image14,5,57.5335,late,y
HEI10OXC2_2.8.19_plant22_slide1_image16,1,59.4817,early,y
HEI10OXC2_2.8.19_plant22_slide1_image16,2,49.1321,early,y
HEI10OXC2_2.8.19_plant22_slide1_image16,3,39.2439,early,y
HEI10OXC2_2.8.19_plant22_slide1_image16,4,34.6414,early,y
HEI10OXC2_2.8.19_plant22_slide1_image16,5,42.5452,early,y
HEI10OXC2_2.8.19_plant22_slide1_image18,1,35.5151,late/mid,y
HEI10OXC2_2.8.19_plant22_slide1_image18,2,39.4699,late/mid,y
HEI10OXC2_2.8.19_plant22_slide1_image18,3,56.1944,late/mid,y
HEI10OXC2_2.8.19_plant22_slide1_image18,4,39.9208,late/mid,y
HEI10OXC2_2.8.19_plant22_slide1_image18,5,51.5793,late/mid,y
HEI10OXC2_2.8.19_plant22_slide1_image19,1,55.6618,mid,y
HEI10OXC2_2.8.19_plant22_slide1_image19,2,66.7042,mid,y
HEI10OXC2_2.8.19_plant22_slide1_image19,3,46.3287,mid,y
HEI10OXC2_2.8.19_plant22_slide1_image19,4,42.0996,mid,y
HEI10OXC2_2.8.19_plant22_slide1_image19,5,44.1649,mid,y
HEI10OXC2_2.8.19_plant22_slide1_image21,1,55.4621,mid,y
HEI10OXC2_2.8.19_plant22_slide1_image21,2,62.1984,mid,y
HEI10OXC2_2.8.19_plant22_slide1_image21,3,48.4225,mid,y
HEI10OXC2_2.8.19_plant22_slide1_image21,4,43.2704,mid,y
HEI10OXC2_2.8.19_plant22_slide1_image21,5,43.4187,mid,y
HEI10OXC2_2.8.19_plant22_slide1_image22,1,49.2757,mid,y
HEI10OXC2_2.8.19_plant22_slide1_image22,2,67.1189,mid,y
HEI10OXC2_2.8.19_plant22_slide1_image22,3,57.4319,mid,y
HEI10OXC2_2.8.19_plant22_slide1_image22,4,41.3689,mid,y
HEI10OXC2_2.8.19_plant22_slide1_image22,5,47.3715,mid,y
HEI10OXC2_2.12.19_plant19_slide1_image5,1,73.5158,mid/late,n
HEI10OXC2_2.12.19_plant19_slide1_image5,2,52.2788,mid/late,y
HEI10OXC2_2.12.19_plant19_slide1_image5,3,58.854,mid/late,y
HEI10OXC2_2.12.19_plant19_slide1_image5,4,51.9139,mid/late,y
HEI10OXC2_2.12.19_plant19_slide1_image5,5,42.6832,mid/late,y
HEI10OXC2_2.12.19_plant19_slide1_image6,1,48.4071,mid/late,y
HEI10OXC2_2.12.19_plant19_slide1_image6,2,64.6765,mid/late,y
HEI10OXC2_2.12.19_plant19_slide1_image6,3,74.2419,mid/late,n
HEI10OXC2_2.12.19_plant19_slide1_image6,4,44.5315,mid/late,y
HEI10OXC2_2.12.19_plant19_slide1_image6,5,51.8035,mid/late,y
HEI10OXC2_2.12.19_plant19_slide1_image7,1,70.1707,mid ,y
HEI10OXC2_2.12.19_plant19_slide1_image7,2,63.9849,mid ,y
HEI10OXC2_2.12.19_plant19_slide1_image7,3,93.6082,mid ,n
HEI10OXC2_2.12.19_plant19_slide1_image7,4,79.8137,mid ,y
HEI10OXC2_2.12.19_plant19_slide1_image7,5,55.9625,mid ,n
HEI10OXC2_2.12.19_plant19_slide1_image8,1,48.776,mid/late,y
HEI10OXC2_2.12.19_plant19_slide1_image8,2,45.9991,mid/late,y
HEI10OXC2_2.12.19_plant19_slide1_image8,3,59.8234,mid/late,y
HEI10OXC2_2.12.19_plant19_slide1_image8,4,68.8176,mid/late,y
HEI10OXC2_2.12.19_plant19_slide1_image8,5,79.3817,mid/late,n
HEI10OXC2_2.12.19_plant19_slide1_image10,1,41.3084,mid,y
HEI10OXC2_2.12.19_plant19_slide1_image10,2,61.3369,mid,y
HEI10OXC2_2.12.19_plant19_slide1_image10,3,68.3582,mid,y
HEI10OXC2_2.12.19_plant19_slide1_image10,4,46.4741,mid,y
HEI10OXC2_2.12.19_plant19_slide1_image10,5,45.9794,mid,y
HEI10OXC2_2.12.19_plant19_slide1_image11,1,68.7408,mid,y
HEI10OXC2_2.12.19_plant19_slide1_image11,2,42.8895,mid,y
HEI10OXC2_2.12.19_plant19_slide1_image11,3,63.6392,mid,y
HEI10OXC2_2.12.19_plant19_slide1_image11,4,31.5318,mid,y
HEI10OXC2_2.12.19_plant19_slide1_image11,5,57.8678,mid,y
HEI10OXC2_2.12.19_plant19_slide1_image12,1,75.2202,mid,y
HEI10OXC2_2.12.19_plant19_slide1_image12,2,51.9858,mid,y
HEI10OXC2_2.12.19_plant19_slide1_image12,3,59.8377,mid,y
HEI10OXC2_2.12.19_plant19_slide1_image12,4,53.3711,mid,y
HEI10OXC2_2.12.19_plant19_slide1_image12,5,49.7489,mid,y
HEI10OXC2_2.12.19_plant19_slide1_image14,1,53.8516,mid,y
HEI10OXC2_2.12.19_plant19_slide1_image14,2,39.8078,mid,y
HEI10OXC2_2.12.19_plant19_slide1_image14,3,62.5792,mid,y
HEI10OXC2_2.12.19_plant19_slide1_image14,4,53.3486,mid,y
HEI10OXC2_2.12.19_plant19_slide1_image14,5,36.2084,mid,y
HEI10OXC2_2.12.19_plant19_slide1_image16,1,46.1011,mid,n
HEI10OXC2_2.12.19_plant19_slide1_image16,2,52.891,mid,n
HEI10OXC2_2.12.19_plant19_slide1_image16,3,39.4183,mid,n
HEI10OXC2_2.12.19_plant19_slide1_image16,4,39.2108,mid,y
HEI10OXC2_2.12.19_plant19_slide1_image16,5,64.6206,mid,n
HEI10OXC2_25.2.20_plant1_slide1_image1,1,44.0557,mid,y
HEI10OXC2_25.2.20_plant1_slide1_image1,2,36.9529,mid,y
HEI10OXC2_25.2.20_plant1_slide1_image1,3,44.2393,mid,n
HEI10OXC2_25.2.20_plant1_slide1_image1,4,59.1574,mid,y
HEI10OXC2_25.2.20_plant1_slide1_image1,5,57.484,mid,y
HEI10OXC2_25.2.20_plant1_slide1_image2,1,43.3001,late,n
HEI10OXC2_25.2.20_plant1_slide1_image2,2,53.4111,late,n
HEI10OXC2_25.2.20_plant1_slide1_image2,3,37.0428,late,n
HEI10OXC2_25.2.20_plant1_slide1_image2,4,40.3265,late,y
HEI10OXC2_25.2.20_plant1_slide1_image2,5,54.6956,late,y
HEI10OXC2_25.2.20_plant1_slide1_image3,1,56.8058,late,n
HEI10OXC2_25.2.20_plant1_slide1_image3,2,38.1508,late,y
HEI10OXC2_25.2.20_plant1_slide1_image3,3,40.3734,late,n
HEI10OXC2_25.2.20_plant1_slide1_image3,4,43.4207,late,y
